State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
ID,ID,2018,February,Number of Deaths,13929,,100,0.028717065115945,Underreported due to incomplete data
ID,ID,2018,March,Number of Deaths,13965,,100,0.028643036161833,Underreported due to incomplete data
ID,ID,2015,January,Number of Drug Overdose Deaths,209,210,100,0,
ID,ID,2015,February,Number of Drug Overdose Deaths,206,207,100,0,
ID,ID,2015,March,Number of Drug Overdose Deaths,216,217,100,0,
ID,ID,2015,April,Number of Drug Overdose Deaths,219,221,100,0.007841292244962,
ID,ID,2015,May,Number of Drug Overdose Deaths,213,215,100,0.007782706825434,
ID,ID,2015,June,Number of Drug Overdose Deaths,217,219,100,0.007793624814901,
ID,ID,2015,July,Number of Drug Overdose Deaths,220,222,100,0.007741735697143,
ID,ID,2015,August,Number of Drug Overdose Deaths,218,220,100,0.007790588968526,
ID,ID,2015,September,Number of Drug Overdose Deaths,214,216,100,0.007823501799405,
ID,ID,2015,October,Number of Drug Overdose Deaths,215,217,100,0.007756748371083,
ID,ID,2015,November,Number of Drug Overdose Deaths,209,211,100,0.02324680356451,
ID,ID,2015,December,Number of Drug Overdose Deaths,214,216,100,0.030800030800031,
ID,ID,2016,January,Number of Drug Overdose Deaths,214,216,100,0.030978934324659,
ID,ID,2016,February,Number of Drug Overdose Deaths,215,217,100,0.030800030800031,
ID,ID,2016,March,Number of Drug Overdose Deaths,212,214,100,0.030684258975146,
ID,ID,2016,April,Number of Drug Overdose Deaths,209,211,100,0.022913006950279,
ID,ID,2016,May,Number of Drug Overdose Deaths,212,214,100,0.022846698652045,
ID,ID,2016,June,Number of Drug Overdose Deaths,216,219,100,0.045382346267302,
ID,ID,2016,July,Number of Drug Overdose Deaths,218,221,100,0.045358330813426,
ID,ID,2016,August,Number of Drug Overdose Deaths,217,220,100,0.045170518708123,
ID,ID,2016,September,Number of Drug Overdose Deaths,218,221,100,0.045361760036289,
ID,ID,2016,October,Number of Drug Overdose Deaths,229,232,100,0.045437334343052,
ID,ID,2016,November,Number of Drug Overdose Deaths,235,239,100,0.068233510235026,
ID,ID,2016,December,Number of Drug Overdose Deaths,228,232,100,0.06768444009927,
ID,ID,2017,January,Number of Drug Overdose Deaths,226,228,100,0.066770531938571,Underreported due to incomplete data
ID,ID,2017,February,Number of Drug Overdose Deaths,232,235,100,0.066518847006652,Underreported due to incomplete data
ID,ID,2017,March,Number of Drug Overdose Deaths,231,234,100,0.066171605029042,Underreported due to incomplete data
ID,ID,2017,April,Number of Drug Overdose Deaths,235,238,100,0.066084147147368,Underreported due to incomplete data
ID,ID,2017,May,Number of Drug Overdose Deaths,240,243,100,0.073594347954077,Underreported due to incomplete data
ID,ID,2017,June,Number of Drug Overdose Deaths,231,235,100,0.058905824313379,Underreported due to incomplete data
ID,ID,2017,July,Number of Drug Overdose Deaths,234,238,100,0.058728527382176,Underreported due to incomplete data
ID,ID,2017,August,Number of Drug Overdose Deaths,235,240,100,0.058578018598521,Underreported due to incomplete data
ID,ID,2017,September,Number of Drug Overdose Deaths,240,245,100,0.058097312999274,Underreported due to incomplete data
ID,ID,2017,October,Number of Drug Overdose Deaths,236,241,100,0.06491164803462,Underreported due to incomplete data
ID,ID,2017,November,Number of Drug Overdose Deaths,233,236,100,0.028700581186769,Underreported due to incomplete data
ID,ID,2017,December,Number of Drug Overdose Deaths,234,235,100,0.021568768423323,Underreported due to incomplete data
ID,ID,2018,January,Number of Drug Overdose Deaths,227,228,100,0.02877490827998,Underreported due to incomplete data
ID,ID,2018,February,Number of Drug Overdose Deaths,222,223,100,0.028717065115945,Underreported due to incomplete data
ID,ID,2018,March,Number of Drug Overdose Deaths,224,225,100,0.028643036161833,Underreported due to incomplete data
IL,IL,2015,January,Number of Deaths,103054,,100,0.02522949133464,
IL,IL,2015,February,Number of Deaths,103174,,100,0.025200147323938,
IL,IL,2015,March,Number of Deaths,103679,,100,0.025077402366921,
IL,IL,2015,April,Number of Deaths,104256,,100,0.023020257826888,
IL,IL,2015,May,Number of Deaths,104525,,100,0.025831140875389,
IL,IL,2015,June,Number of Deaths,104648,,100,0.024845195321459,
IL,IL,2015,July,Number of Deaths,104977,,100,0.025719919601436,
IL,IL,2015,August,Number of Deaths,105266,,100,0.026599281819391,
IL,IL,2015,September,Number of Deaths,105207,,100,0.026614198674993,
IL,IL,2015,October,Number of Deaths,105465,,100,0.029393637699711,
IL,IL,2015,November,Number of Deaths,105252,,100,0.029453122030935,
IL,IL,2015,December,Number of Deaths,103953,,100,0.024049329985667,
IL,IL,2016,January,Number of Deaths,103132,,100,0.025210409960051,
IL,IL,2016,February,Number of Deaths,103656,,100,0.025082966736127,
IL,IL,2016,March,Number of Deaths,103543,,100,0.025110340631428,
IL,IL,2016,April,Number of Deaths,103291,,100,0.026139741119749,
IL,IL,2016,May,Number of Deaths,103228,,100,0.024218235362498,
IL,IL,2016,June,Number of Deaths,103275,,100,0.025175502299685,
IL,IL,2016,July,Number of Deaths,103249,,100,0.025181841954886,
IL,IL,2016,August,Number of Deaths,103292,,100,0.028075746427603,
IL,IL,2016,September,Number of Deaths,103368,,100,0.027087686711555,
IL,IL,2016,October,Number of Deaths,103256,,100,0.024211668087084,
IL,IL,2016,November,Number of Deaths,103309,,100,0.025167216796213,
IL,IL,2016,December,Number of Deaths,104091,,100,0.026899539825729,
IL,IL,2017,January,Number of Deaths,104762,,100,0.024818159256219,Underreported due to incomplete data
IL,IL,2017,February,Number of Deaths,104986,,100,0.025717714742918,Underreported due to incomplete data
IL,IL,2017,March,Number of Deaths,105376,,100,0.025622532645005,Underreported due to incomplete data
IL,IL,2017,April,Number of Deaths,105559,,100,0.025578112714217,Underreported due to incomplete data
IL,IL,2017,May,Number of Deaths,105625,,100,0.024615384615385,Underreported due to incomplete data
IL,IL,2017,June,Number of Deaths,105673,,100,0.025550519054063,Underreported due to incomplete data
IL,IL,2017,July,Number of Deaths,105607,,100,0.029354114784058,Underreported due to incomplete data
IL,IL,2017,August,Number of Deaths,105639,,100,0.02461212241691,Underreported due to incomplete data
IL,IL,2017,September,Number of Deaths,105968,,100,0.024535708893251,Underreported due to incomplete data
IL,IL,2017,October,Number of Deaths,105958,,100,0.027369335019536,Underreported due to incomplete data
IL,IL,2017,November,Number of Deaths,106309,,100,0.031982240450009,Underreported due to incomplete data
IL,IL,2017,December,Number of Deaths,106635,,100,0.031884465700755,Underreported due to incomplete data
IL,IL,2018,January,Number of Deaths,107753,,100,0.038978033094206,Underreported due to incomplete data
IL,IL,2018,February,Number of Deaths,107651,,100,0.044588531458138,Underreported due to incomplete data
IL,IL,2018,March,Number of Deaths,107326,,100,0.052177477964333,Underreported due to incomplete data
IL,IL,2015,January,Number of Drug Overdose Deaths,1652,1665,100,0.02522949133464,
IL,IL,2015,February,Number of Drug Overdose Deaths,1657,1670,100,0.025200147323938,
IL,IL,2015,March,Number of Drug Overdose Deaths,1688,1702,100,0.025077402366921,
IL,IL,2015,April,Number of Drug Overdose Deaths,1735,1748,100,0.023020257826888,
IL,IL,2015,May,Number of Drug Overdose Deaths,1782,1796,100,0.025831140875389,
IL,IL,2015,June,Number of Drug Overdose Deaths,1766,1780,100,0.024845195321459,
IL,IL,2015,July,Number of Drug Overdose Deaths,1761,1775,100,0.025719919601436,
IL,IL,2015,August,Number of Drug Overdose Deaths,1793,1808,100,0.026599281819391,
IL,IL,2015,September,Number of Drug Overdose Deaths,1813,1828,100,0.026614198674993,
IL,IL,2015,October,Number of Drug Overdose Deaths,1847,1863,100,0.029393637699711,
IL,IL,2015,November,Number of Drug Overdose Deaths,1860,1876,100,0.029453122030935,
IL,IL,2015,December,Number of Drug Overdose Deaths,1864,1879,100,0.024049329985667,
IL,IL,2016,January,Number of Drug Overdose Deaths,1893,1908,100,0.025210409960051,
IL,IL,2016,February,Number of Drug Overdose Deaths,1958,1974,100,0.025082966736127,
IL,IL,2016,March,Number of Drug Overdose Deaths,2025,2041,100,0.025110340631428,
IL,IL,2016,April,Number of Drug Overdose Deaths,2097,2114,100,0.026139741119749,
IL,IL,2016,May,Number of Drug Overdose Deaths,2129,2146,100,0.024218235362498,
IL,IL,2016,June,Number of Drug Overdose Deaths,2213,2231,100,0.025175502299685,
IL,IL,2016,July,Number of Drug Overdose Deaths,2261,2279,100,0.025181841954886,
IL,IL,2016,August,Number of Drug Overdose Deaths,2275,2294,100,0.028075746427603,
IL,IL,2016,September,Number of Drug Overdose Deaths,2319,2338,100,0.027087686711555,
IL,IL,2016,October,Number of Drug Overdose Deaths,2297,2315,100,0.024211668087084,
IL,IL,2016,November,Number of Drug Overdose Deaths,2333,2352,100,0.025167216796213,
IL,IL,2016,December,Number of Drug Overdose Deaths,2427,2447,100,0.026899539825729,
IL,IL,2017,January,Number of Drug Overdose Deaths,2524,2523,100,0.024818159256219,Underreported due to incomplete data
IL,IL,2017,February,Number of Drug Overdose Deaths,2553,2562,100,0.025717714742918,Underreported due to incomplete data
IL,IL,2017,March,Number of Drug Overdose Deaths,2543,2552,100,0.025622532645005,Underreported due to incomplete data
IL,IL,2017,April,Number of Drug Overdose Deaths,2513,2524,100,0.025578112714217,Underreported due to incomplete data
IL,IL,2017,May,Number of Drug Overdose Deaths,2473,2483,100,0.024615384615385,Underreported due to incomplete data
IL,IL,2017,June,Number of Drug Overdose Deaths,2462,2482,100,0.025550519054063,Underreported due to incomplete data
IL,IL,2017,July,Number of Drug Overdose Deaths,2486,2513,100,0.029354114784058,Underreported due to incomplete data
IL,IL,2017,August,Number of Drug Overdose Deaths,2560,2598,100,0.02461212241691,Underreported due to incomplete data
IL,IL,2017,September,Number of Drug Overdose Deaths,2650,2686,100,0.024535708893251,Underreported due to incomplete data
IL,IL,2017,October,Number of Drug Overdose Deaths,2715,2747,100,0.027369335019536,Underreported due to incomplete data
IL,IL,2017,November,Number of Drug Overdose Deaths,2782,2809,100,0.031982240450009,Underreported due to incomplete data
IL,IL,2017,December,Number of Drug Overdose Deaths,2766,2774,100,0.031884465700755,Underreported due to incomplete data
IL,IL,2018,January,Number of Drug Overdose Deaths,2761,2767,100,0.038978033094206,Underreported due to incomplete data
IL,IL,2018,February,Number of Drug Overdose Deaths,2746,2764,100,0.044588531458138,Underreported due to incomplete data
IL,IL,2018,March,Number of Drug Overdose Deaths,2767,2790,100,0.052177477964333,Underreported due to incomplete data
IN,IN,2015,January,Number of Deaths,62174,,100,0.033776176536816,
IN,IN,2015,February,Number of Deaths,62377,,100,0.033666255190214,
IN,IN,2015,March,Number of Deaths,62886,,100,0.030213402029068,
IN,IN,2015,April,Number of Deaths,63354,,100,0.029990213719734,
IN,IN,2015,May,Number of Deaths,63491,,100,0.031500527633838,
IN,IN,2015,June,Number of Deaths,63517,,100,0.03306201489365,
IN,IN,2015,July,Number of Deaths,63570,,100,0.033034450212364,
IN,IN,2015,August,Number of Deaths,63694,,100,0.028260118692498,
IN,IN,2015,September,Number of Deaths,63837,,100,0.025063834453373,
IN,IN,2015,October,Number of Deaths,63829,,100,0.023500289836908,
IN,IN,2015,November,Number of Deaths,63655,,100,0.025135496033304,
IN,IN,2015,December,Number of Deaths,63255,,100,0.01738992964983,
IN,IN,2016,January,Number of Deaths,62610,,100,0.017569078421977,
IN,IN,2016,February,Number of Deaths,62863,,100,0.015907608609198,
IN,IN,2016,March,Number of Deaths,62968,,100,0.01588108245458,
IN,IN,2016,April,Number of Deaths,62811,,100,0.014328700386875,
IN,IN,2016,May,Number of Deaths,62632,,100,0.012773023374633,
IN,IN,2016,June,Number of Deaths,62648,,100,0.009577320904099,
IN,IN,2016,July,Number of Deaths,62795,,100,0.009554900867904,
IN,IN,2016,August,Number of Deaths,62933,,100,0.009533948802695,
IN,IN,2016,September,Number of Deaths,62891,,100,0.009540315784452,
IN,IN,2016,October,Number of Deaths,63185,,100,0.004747962332832,
IN,IN,2016,November,Number of Deaths,63580,,100,0.004718464926077,
IN,IN,2016,December,Number of Deaths,64051,,100,0.006245023496901,
IN,IN,2017,January,Number of Deaths,64506,,100,0.006200973552848,Underreported due to incomplete data
IN,IN,2017,February,Number of Deaths,64783,,100,0.007718074186129,Underreported due to incomplete data
IN,IN,2017,March,Number of Deaths,65084,,100,0.007682379693934,Underreported due to incomplete data
IN,IN,2017,April,Number of Deaths,65321,,100,0.010716308690926,Underreported due to incomplete data
IN,IN,2017,May,Number of Deaths,65558,,100,0.016779035358004,Underreported due to incomplete data
IN,IN,2017,June,Number of Deaths,65867,,100,0.016700320342508,Underreported due to incomplete data
IN,IN,2017,July,Number of Deaths,65911,,100,0.019723566627725,Underreported due to incomplete data
IN,IN,2017,August,Number of Deaths,65912,,100,0.02124044180119,Underreported due to incomplete data
IN,IN,2017,September,Number of Deaths,66064,,100,0.019677888108501,Underreported due to incomplete data
IN,IN,2017,October,Number of Deaths,66029,,100,0.024231776946493,Underreported due to incomplete data
IN,IN,2017,November,Number of Deaths,66014,,100,0.025752113188112,Underreported due to incomplete data
IN,IN,2017,December,Number of Deaths,66063,,100,0.030274132267684,Underreported due to incomplete data
IN,IN,2018,January,Number of Deaths,66630,,100,0.039021461803992,Underreported due to incomplete data
IN,IN,2018,February,Number of Deaths,66501,,100,0.051127050721042,Underreported due to incomplete data
IN,IN,2018,March,Number of Deaths,66193,,100,0.066472285589111,Underreported due to incomplete data
IN,IN,2015,January,Number of Drug Overdose Deaths,1162,1173,100,0.033776176536816,
IN,IN,2015,February,Number of Drug Overdose Deaths,1151,1162,100,0.033666255190214,
IN,IN,2015,March,Number of Drug Overdose Deaths,1193,1204,100,0.030213402029068,
IN,IN,2015,April,Number of Drug Overdose Deaths,1208,1219,100,0.029990213719734,
IN,IN,2015,May,Number of Drug Overdose Deaths,1203,1214,100,0.031500527633838,
IN,IN,2015,June,Number of Drug Overdose Deaths,1217,1229,100,0.03306201489365,
IN,IN,2015,July,Number of Drug Overdose Deaths,1207,1218,100,0.033034450212364,
IN,IN,2015,August,Number of Drug Overdose Deaths,1221,1232,100,0.028260118692498,
IN,IN,2015,September,Number of Drug Overdose Deaths,1210,1220,100,0.025063834453373,
IN,IN,2015,October,Number of Drug Overdose Deaths,1205,1214,100,0.023500289836908,
IN,IN,2015,November,Number of Drug Overdose Deaths,1218,1228,100,0.025135496033304,
IN,IN,2015,December,Number of Drug Overdose Deaths,1232,1240,100,0.01738992964983,
IN,IN,2016,January,Number of Drug Overdose Deaths,1228,1236,100,0.017569078421977,
IN,IN,2016,February,Number of Drug Overdose Deaths,1259,1267,100,0.015907608609198,
IN,IN,2016,March,Number of Drug Overdose Deaths,1264,1272,100,0.01588108245458,
IN,IN,2016,April,Number of Drug Overdose Deaths,1285,1293,100,0.014328700386875,
IN,IN,2016,May,Number of Drug Overdose Deaths,1321,1329,100,0.012773023374633,
IN,IN,2016,June,Number of Drug Overdose Deaths,1354,1361,100,0.009577320904099,
IN,IN,2016,July,Number of Drug Overdose Deaths,1383,1391,100,0.009554900867904,
IN,IN,2016,August,Number of Drug Overdose Deaths,1421,1429,100,0.009533948802695,
IN,IN,2016,September,Number of Drug Overdose Deaths,1434,1442,100,0.009540315784452,
IN,IN,2016,October,Number of Drug Overdose Deaths,1441,1448,100,0.004747962332832,
IN,IN,2016,November,Number of Drug Overdose Deaths,1469,1476,100,0.004718464926077,
IN,IN,2016,December,Number of Drug Overdose Deaths,1506,1513,100,0.006245023496901,
IN,IN,2017,January,Number of Drug Overdose Deaths,1576,1571,100,0.006200973552848,Underreported due to incomplete data
IN,IN,2017,February,Number of Drug Overdose Deaths,1629,1630,100,0.007718074186129,Underreported due to incomplete data
IN,IN,2017,March,Number of Drug Overdose Deaths,1664,1665,100,0.007682379693934,Underreported due to incomplete data
IN,IN,2017,April,Number of Drug Overdose Deaths,1700,1704,100,0.010716308690926,Underreported due to incomplete data
IN,IN,2017,May,Number of Drug Overdose Deaths,1721,1726,100,0.016779035358004,Underreported due to incomplete data
